1|0000000000000000,0000000001000000,0000002001000000,0000002001100000,0000002001120000,0000002101120000,0000002101122000,0000002101122001,0000202101122001,0000212101122001,0000212121122001,
1|0000000000000000,0000010000000000,0000012000000000,0000012000100000,0000012000120000,0000012000120010,0200012000120010,0200012001120010,2200012001120010,2200012101120010,2202012101120010,
1|0000000000000000,0000010000000000,0000010000200000,0000011000200000,0000011200200000,0000011201200000,0020011201200000,1020011201200000,1020011201200020,
2|0000000000000000,0000010000000000,0000012000000000,0000012000100000,0000012002100000,0000012002100010,0200012002100010,0200012002100110,0200012022100110,0200012122100110,0202012122100110,0202012122100111,
1|0000000000000000,0000001000000000,0000001002000000,0000001002010000,0000001002210000,0000011002210000,2000011002210000,2000011002210001,2020011002210001,2020011102210001,2020011122210001,
1|0000000000000000,0000001000000000,0000021000000000,0000021001000000,0200021001000000,0200021001100000,0220021001100000,0220021001101000,0222021001101000,
1|0000000000000000,0000000000100000,0000020000100000,0000020001100000,0000020021100000,0000020021100001,0000220021100001,0000221021100001,0200221021100001,0200221021101001,0202221021101001,0212221021101001,0212221021101021,
2|0000000000000000,0000000001000000,0000000001020000,0000000001120000,0000002001120000,0000012001120000,0000012001120002,0000012001120012,
2|0000000000000000,0000001000000000,0000001002000000,0000001002100000,0000021002100000,0100021002100000,0100021002100002,0110021002100002,0110021002100022,0110021002100122,
1|0000000000000000,0000001000000000,0000001002000000,0000011002000000,0000011002200000,0000011002210000,0000211002210000,
1|0000000000000000,0000000001000000,0000020001000000,0000021001000000,0000021001200000,0001021001200000,0001021001202000,0001021001202100,0021021001202100,0121021001202100,0121221001202100,0121221001212100,2121221001212100,2121221011212100,2121221011212120,
2|0000000000000000,0000001000000000,0000001002000000,0000001002100000,0000021002100000,0100021002100000,0100021002100002,0100021002100102,0102021002100102,0102021002100112,0122021002100112,0122121002100112,
1|0000000000000000,0000000001000000,0000002001000000,0000002001100000,0000022001100000,0000022101100000,0000022101102000,0000122101102000,0000122101102002,0000122101102012,0000122121102012,
0|0000000000000000,0000000000100000,0000020000100000,0000020001100000,0000022001100000,0000122001100000,0000122001100002,0000122001110002,0000122021110002,0001122021110002,0001122221110002,1001122221110002,1001122221110202,1101122221110202,1121122221110202,1121122221111202,
1|0000000000000000,0000001000000000,0000001000200000,0000101000200000,0000121000200000,0000121000200100,0000121002200100,0100121002200100,0100121022200100,1100121022200100,1100121022200102,1110121022200102,1110121022202102
